Word 1,Word 2,Similarity
التجارب,خبرة,0.85
أطلق,اتركها,0.7
هندسة,تكنولوجيا,0.8
الإعدام,وكالة,0.0
عامة,إجمالي,0.2
مظهر,اختفاء,0.8
يبدأ,حضر,0.175
القصوى,موضع,0.0
مستمر,متقطع,1.0
بأكثر,أقل,0.925
دجلة,النمر,0.0
الاتفاق,قذيفة,0.2
الحادة,مزمن,0.8
كثيرًا,القليل,0.95
الصدر,صدر,1.0
مفاتيح,الوهن,0.0
مستعار,مخطئ,1.0
الكلاسيكية,موثوق,0.0
معناه,وكالة,0.0
تؤدي,بحث,0.25
ذاتي,طازج,0.0
تصغير,زيادة,0.7
يحوي,غجر,0.0
ينقسم,متحد,0.925
عمر,تجديد,0.25
طبيعي,منتصر,0.025
يونايتد,بعيدا,0.0
السلة,الأطواق,0.275
العيش,مسجل,0.0
تكرار,كرر,1.0
النزاع,فواجه,0.567
سمو,سفالة,0.8
السوداء,أبيض,1.0
التغير,تغيير,1.0
التطورات,تفويض,0.2
المقال,ربط,0.2
يتألف,يسكن,0.2
جود,موقع,0.0
يستمر,نشر,0.2
دائماً,أبدا,0.8
تحسن,هبوط,0.8
العزم,أملى,0.0
مكعب,الإيمائي,0.0
جيد,كامل,0.3
العجز,قيادة,0.625
خطي,مكعب,0.3
لجان,عمولة,0.425
الجنوبية,تعلم,0.0
تلوث,العيب,0.4
القريب,ارفع,0.0
أبناء,صبي,1.0
أقصى,أدنى,0.8
كامل,فارغة,1.0
السماوية,ثانية,0.0
بطول,بعد,0.6
محتوى,ساخط,0.0
سوق,تسويق,1.0
با,الباريوم,0.0
المنخفضة,ارتفاع,1.0
الحدث,حالة,1.0
المعمارية,بناء,1.0
مماثل,اعجاب,0.0
طيب,كامل,0.0
يدعم,دعم,1.0
سحاب,تنضيف,0.0
تاء,خمسة,0.0
عزبة,فدان,0.4
ينتشر,طية,0.4
فلم,كل,0.0
مجانية,مقيد,0.0
ينمو,منعطف,0.2
بجميع,لا,0.15
درويش,الفقير,0.725
قمع,تقليص,0.65
معارضة,مقاومة,0.6
درب,سحب,0.0
كاري,فستان,0.05
سيرته,مرحبا,0.0
الطفل,الأم,0.8
الأوقات,فترة,0.6
المفاتيح,جهاز,0.2
نعمة,تزيين,0.0
التعليق,تنويه,0.4
صناديق,المالية,0.6
يبق,مركز,0.0
المرحوم,الانطباع,0.0
الاقتباس,توصية,0.15
بقي,ملحق,0.4
السر,كلمة,0.4
السوق,تسويق,1.0
جون,مرحاض,0.0
اللاحق,جولة,0.0
دل,الساحبة,0.0
الصورة,تصور,0.975
بأنها,زرنيخ,0.0
المنقار,أقلق,0.0
عرب,عربي,1.0
وقوف,التحكم,0.2
بري,الجامح,0.4
يظهر,اختفى,1.0
الدائرة,تعميم,0.025
نقد,جمهورية,0.1
وفيات,خلود,0.5
القارئ,مكتتب,0.8
مطالب,تجنب,0.2
لون,دعم,0.0
التابع,سيطر,0.0
حمل,المواصلات,0.0
فوز,عنوان,0.0
العملية,عالج,0.6
تشابه,ضمان,0.0
السفلي,تجبر,0.1
الفائزة,منتصر,1.0
المتحدة,منقسم,0.8
مميزات,خاصية,0.2
المدفعية,بندقية,0.8
ردود,إجابة,1.0
المنخفض,ارتفاع,1.0
مشاعر,الانطباع,0.55
ثابتة,مجموعة,0.4
المحاصيل,زرع,0.825
الرسمية,الموظف,0.3
يزيد,نقصان,0.875
تحرك,امتنع,0.7
صعوبة,ارتشف,0.0
تأسيسها,الغرب,0.15
إغلاق,النهاية,0.7
شراء,اعجاب,0.0
التأهل,أوتوقراطية,0.0
فقد,وجدت,0.8
خسائر,المكاسب,1.0
هنا,هناك,0.8
وطن,داخلي,0.5
القطبية,الخسران,0.0
موجودة,يكون,1.0
الأسئلة,شكل,0.075
إسم,مكالمة,0.2
مغناطيسية,جغرافي,0.0
يطلب,مثالي,0.0
الأمامي,جامد,0.0
الطيبة,كامل,0.2
المعادل,التعادل,1.0
مركبة,نقل,0.5
موانئ,خمر,0.0
الفدرالي,اتفاقية,0.3
تثبت,مرضي,0.0
بنين,ابن,0.8
الأعيان,مشهور,0.6
تطور,قديم,1.0
جنسي,حميم,0.4
القصور,صحافة,0.0
شاطئ,أرض,0.8
رجل,مدني,0.2
الشعري,شعري,1.0
نقابة,عزز,0.1
هيئة,جسد,0.725
يعتقدون,كفر,1.0
إم,الأب,0.925
هوائية,التحدي,0.125
الوصلة,قطع,1.0
مباني,صرح,0.6
بقوة,وصي,0.0
بير,ثور,0.0
امتداد,تزاحم,0.15
الشائعة,متبادل,0.4
السود,أبيض,0.95
الغربي,غربي,1.0
رتب,حنون,0.0
إعطاء,جاع,0.0
ز,غرام,0.0
مقام,تكريس,0.0
اليسرى,نخبة,0.0
القطع,فك,0.8
المعهد,إنشاء,0.0
ظاهرة,تنمية,0.6
النظر,ظرف,0.0
زيادة,جناح,0.15
الأرمن,الأرميني,1.0
حق,مركز,0.0
حرب,سلام,1.0
فقر,ثروة,0.4
وعائي,اوعائي,1.0
شكري,اعتراف,0.2
اليسار,مركز,0.0
المصمم,مزخرف,0.6
يتطلب,صنعة,0.4
يسبق,أبدا,0.7
بعضها,كل,0.8
محلي,تلفيق,0.2
أيضا,جدا,0.6
مزيج,الخضروات,0.0
القنابل,مرر,0.0
الأردنية,الأردن,1.0
دكتور,استراحة,0.0
ترتفع,نقش,0.0
قتلى,نقل,0.5
يشمل,اعترف,0.0
سلبية,إيجابية,1.0
أنشأت,فهم,0.2
إشارات,إشارة,0.95
يبين,عرض,0.8
اتصالات,التواصل,0.9
عربة,قحافة,0.6
حبيب,مروحة,0.0
شفوية,شرجي,0.0
القرارات,تقرير,1.0
المؤقتة,دائم,1.0
بمركز,وسط,0.4
عسكريون,خمر,0.0
ملامح,نقص,0.0
سباحة,سائل,0.0
السلم,الهدوء,0.875
اللحم,نواة,0.1
